video,method,observation_class,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
mahnob_1052,of_disp_bridge__parh_ossm,OF_bridge,0.9237,0.9610,0.6048,0.6772,0.6048,0.6772,0.8626,0.8822,0.9441,0.9749,0.9965,0.9997,0.0503,0.0216,0.0503,0.0216,1.0000,1.0000,0.1374,0.1178,1.0000,1.0000,0.0000,0.0000,0.9237,0.9610,1.0297,1.0000,0.0072,136.8142,200.0000,0.0387,0.0357,0.0654,0.0537,0.0020,0.2734,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3024,1.5496,0.0533,0.0255,2.0506,1.4364
mahnob_1052,dof__parh_ossm,DoF,0.9096,0.9742,0.6963,0.8826,0.6963,0.8826,0.7946,0.8057,0.9120,0.9842,0.9882,0.9997,0.0775,0.0143,0.0775,0.0143,1.0000,1.0000,0.2054,0.1943,1.0000,1.0000,0.0000,0.0000,0.9096,0.9742,1.0564,1.0000,0.0334,105.7876,200.0000,0.0493,0.0358,0.0876,0.0751,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3482,1.8216,0.0223,0.0300,1.6430,1.8717
mahnob_1052,dof_disp_bridge__parh_ossm,DoF_bridge,0.9259,0.9665,0.7066,0.9267,0.7066,0.9267,0.6521,0.6510,0.9654,0.9823,0.9982,0.9995,0.0318,0.0155,0.0318,0.0155,1.0000,1.0000,0.3479,0.3490,1.0000,1.0000,0.0000,0.0000,0.9259,0.9665,1.0280,1.0000,0.0000,142.3433,200.0000,0.0388,0.0365,0.0916,0.0788,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3533,2.3916,0.0022,0.0166,0.4466,0.8190
mahnob_1052,profile1d_linear__parh_ossm,P1D_lin,0.9099,0.9844,0.7601,0.9482,0.7601,0.9482,0.7303,0.7405,0.8754,0.9732,0.9231,0.9984,0.0831,0.0239,0.0831,0.0239,1.0000,1.0000,0.2697,0.2595,1.0000,1.0000,0.0000,0.0000,0.9099,0.9844,1.0576,1.0000,0.0530,103.6919,200.0000,0.9253,0.1263,0.0982,0.0865,0.0023,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3801,2.0787,0.0296,0.0197,1.4057,2.7236
mahnob_1052,profile1d_quadratic__parh_ossm,P1D_quad,0.9087,0.9857,0.8064,0.9803,0.8064,0.9803,0.6958,0.7249,0.9187,0.9965,0.9227,0.9967,0.0408,0.0031,0.0408,0.0031,1.0000,1.0000,0.3042,0.2751,1.0000,1.0000,0.0000,0.0000,0.9087,0.9857,1.0616,1.0000,0.0589,97.5766,13.7541,1.4427,0.1463,0.1204,0.0997,0.0000,0.0000,0.9709,0.2656,0.0000,0.9391,0.9598,0.0000,0.0000,1.4032,2.2168,0.0000,0.0000,0.0000,2.7208
mahnob_1052,profile1d_cubic__parh_ossm,P1D_cub,0.9098,0.9837,0.8066,0.9996,0.8066,0.9996,0.6584,0.6536,0.9038,0.9946,0.9078,0.9950,0.0500,0.0047,0.0500,0.0047,1.0000,1.0000,0.3416,0.3464,1.0000,1.0000,0.0000,0.0000,0.9098,0.9837,1.0589,1.0000,0.0535,100.3909,19.1661,1.7389,0.2631,0.1458,0.1392,0.0000,0.0000,0.9708,0.2741,0.0000,0.9475,0.9621,0.0000,0.0000,1.4033,2.3664,0.0000,0.0000,0.0000,2.6170
mahnob_1052,profile1d_consensus__parh_ossm,P1D_cons,0.9052,0.9763,0.7253,0.9649,0.7253,0.9649,0.7231,0.7537,0.9460,0.9987,0.9502,0.9988,0.0280,0.0011,0.0280,0.0011,1.0000,1.0000,0.2769,0.2463,1.0000,1.0000,0.0000,0.0000,0.9052,0.9763,1.0295,1.0000,0.0649,123.6331,200.0000,0.8986,0.0330,0.1016,0.0935,0.0000,0.0000,0.9816,0.2154,0.0000,0.9578,0.9883,0.0000,0.0000,1.3627,2.1075,0.0000,0.0000,0.0000,3.2062
mahnob_1054,of_farneback__parh_ossm,OF,0.9172,0.9687,0.7637,0.9671,0.7637,0.9671,0.7585,0.7615,0.9211,0.9738,0.9615,0.9931,0.0635,0.0236,0.0635,0.0236,1.0000,1.0000,0.2415,0.2385,1.0000,1.0000,0.0000,0.0000,0.9172,0.9687,1.0431,1.0000,0.0758,83.9267,11.1336,0.1296,0.0697,0.1086,0.0912,0.0025,0.4256,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3818,1.9660,0.0207,0.0402,1.0560,1.6321
mahnob_1054,of_disp_bridge__parh_ossm,OF_bridge,0.9282,0.9619,0.7794,0.9857,0.7794,0.9857,0.6308,0.6330,0.8631,0.9464,0.9897,0.9993,0.1238,0.0478,0.1238,0.0478,1.0000,1.0000,0.3692,0.3670,1.0000,1.0000,0.0000,0.0000,0.9282,0.9619,1.0195,1.0000,0.0068,149.2239,200.0000,0.0670,0.0362,0.1115,0.1033,0.0011,0.2705,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3897,2.4770,0.0379,0.1141,1.4044,1.9802
mahnob_1054,dof__parh_ossm,DoF,0.9217,0.9728,0.6997,0.9022,0.6997,0.9022,0.6773,0.6746,0.9327,0.9779,0.9964,0.9996,0.0619,0.0195,0.0619,0.0195,1.0000,1.0000,0.3227,0.3254,1.0000,1.0000,0.0000,0.0000,0.9217,0.9728,1.0432,1.0000,0.0132,123.5990,200.0000,0.0392,0.0358,0.0859,0.0774,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3499,2.2906,0.0057,0.0149,0.7304,1.7369
mahnob_1054,dof_disp_bridge__parh_ossm,DoF_bridge,0.9318,0.9606,0.6556,0.8261,0.6556,0.8261,0.6628,0.6521,0.9607,0.9837,0.9986,0.9994,0.0367,0.0150,0.0367,0.0150,1.0000,1.0000,0.3372,0.3479,1.0000,1.0000,0.0000,0.0000,0.9318,0.9606,1.0171,1.0000,0.0000,165.7798,200.0000,0.0370,0.0344,0.0812,0.0659,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3278,2.3490,0.0090,0.0336,0.5323,0.7267
mahnob_1054,profile1d_linear__parh_ossm,P1D_lin,0.9231,0.9705,0.7234,0.9660,0.7234,0.9660,0.6360,0.6398,0.9631,0.9883,0.9978,0.9996,0.0341,0.0101,0.0341,0.0101,1.0000,1.0000,0.3640,0.3602,1.0000,1.0000,0.0000,0.0000,0.9231,0.9705,1.0404,1.0000,0.0000,136.6694,200.0000,0.0365,0.0339,0.1047,0.0881,0.0013,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3617,2.4558,0.0007,0.0164,0.6076,0.9716
mahnob_1054,profile1d_quadratic__parh_ossm,P1D_quad,0.9252,0.9684,0.6576,0.8465,0.6576,0.8465,0.8462,0.8801,0.9964,0.9994,0.9967,0.9994,0.0023,0.0005,0.0023,0.0005,1.0000,1.0000,0.1538,0.1199,1.0000,1.0000,0.0000,0.0000,0.9252,0.9684,1.0355,1.0000,0.0087,139.9468,200.0000,0.0362,0.0339,0.0864,0.0668,0.0000,0.0000,0.9860,0.2777,0.0000,1.0063,1.2175,0.0000,0.0000,1.3288,1.6154,0.0000,0.0000,0.0000,0.6326
mahnob_1054,profile1d_cubic__parh_ossm,P1D_cub,0.9234,0.9712,0.7073,0.9171,0.7073,0.9171,0.8329,0.8418,0.9949,0.9992,0.9953,0.9992,0.0031,0.0007,0.0031,0.0007,1.0000,1.0000,0.1671,0.1582,1.0000,1.0000,0.0000,0.0000,0.9234,0.9712,1.0307,1.0000,0.0121,144.5913,200.0000,0.0368,0.0337,0.0932,0.0769,0.0000,0.0000,0.9862,0.2898,0.0000,1.0062,1.2202,0.0000,0.0000,1.3536,1.6685,0.0000,0.0000,0.0000,0.7438
mahnob_1054,profile1d_consensus__parh_ossm,P1D_cons,0.9297,0.9635,0.7197,0.9067,0.7197,0.9067,0.8501,0.8603,0.9976,0.9991,0.9977,0.9992,0.0018,0.0008,0.0018,0.0008,1.0000,1.0000,0.1499,0.1397,1.0000,1.0000,0.0000,0.0000,0.9297,0.9635,1.0309,1.0000,0.0000,151.0085,200.0000,0.0392,0.0367,0.0846,0.0776,0.0000,0.0000,0.9847,0.2332,0.0000,1.0064,1.4193,0.0000,0.0000,1.3598,1.5995,0.0000,0.0000,0.0000,0.4659
mahnob_1056,of_farneback__parh_ossm,OF,0.9167,0.9692,0.7066,0.9237,0.7066,0.9237,0.7613,0.7755,0.9280,0.9768,0.9483,0.9893,0.0548,0.0214,0.0548,0.0214,1.0000,1.0000,0.2387,0.2245,1.0000,1.0000,0.0000,0.0000,0.9167,0.9692,1.0258,1.0000,0.0703,105.5492,142.9866,0.2205,0.0591,0.0974,0.0802,0.0019,0.3803,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3533,1.9550,0.0061,0.0256,0.5488,1.4796
mahnob_1056,of_disp_bridge__parh_ossm,OF_bridge,0.9247,0.9647,0.6239,0.6986,0.6239,0.6986,0.8542,0.8974,0.9412,0.9744,0.9985,0.9996,0.0546,0.0236,0.0546,0.0236,1.0000,1.0000,0.1458,0.1026,1.0000,1.0000,0.0000,0.0000,0.9247,0.9647,1.0350,1.0000,0.0000,142.2699,200.0000,0.0387,0.0364,0.0768,0.0564,0.0015,0.3274,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3120,1.5832,0.0075,0.0210,0.5839,1.2867
mahnob_1056,dof__parh_ossm,DoF,0.9229,0.9610,0.6563,0.8219,0.6563,0.8219,0.8038,0.8316,0.8891,0.9812,0.9934,0.9995,0.0996,0.0169,0.0996,0.0169,1.0000,1.0000,0.1962,0.1684,1.0000,1.0000,0.0000,0.0000,0.9229,0.9610,1.0317,1.0000,0.0190,138.2634,200.0000,0.0431,0.0357,0.0786,0.0644,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3282,1.7848,0.0140,0.0429,1.4456,2.1925
mahnob_1056,dof_disp_bridge__parh_ossm,DoF_bridge,0.9276,0.9667,0.6805,0.8838,0.6805,0.8838,0.6599,0.6537,0.9732,0.9893,0.9978,0.9996,0.0221,0.0094,0.0221,0.0094,1.0000,1.0000,0.3401,0.3463,1.0000,1.0000,0.0000,0.0000,0.9276,0.9667,1.0273,1.0000,0.0000,153.2171,200.0000,0.0488,0.0367,0.0907,0.0743,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3403,2.3605,0.0029,0.0116,0.3887,1.4678
mahnob_1056,profile1d_linear__parh_ossm,P1D_lin,0.9230,0.9634,0.7822,0.9794,0.7822,0.9794,0.7933,0.7922,0.9588,0.9788,0.9977,0.9992,0.0378,0.0183,0.0378,0.0183,1.0000,1.0000,0.2067,0.2078,1.0000,1.0000,0.0000,0.0000,0.9230,0.9634,1.0324,1.0000,0.0000,135.1057,200.0000,0.0364,0.0342,0.1147,0.0966,0.0022,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3911,1.8268,0.0085,0.0210,0.5995,0.9461
mahnob_1056,profile1d_quadratic__parh_ossm,P1D_quad,0.9228,0.9643,0.7491,0.9774,0.7491,0.9774,0.8087,0.8058,0.9976,0.9991,0.9978,0.9992,0.0017,0.0008,0.0017,0.0008,1.0000,1.0000,0.1913,0.1942,1.0000,1.0000,0.0000,0.0000,0.9228,0.9643,1.0283,1.0000,0.0000,133.2140,200.0000,0.0360,0.0342,0.1073,0.0969,0.0000,0.0000,0.9654,0.3196,0.0000,1.0181,1.1373,0.0000,0.0000,1.3746,1.7653,0.0000,0.0000,0.0000,0.3012
mahnob_1056,profile1d_cubic__parh_ossm,P1D_cub,0.9222,0.9662,0.7615,0.9781,0.7615,0.9781,0.8062,0.8050,0.9976,0.9992,0.9979,0.9992,0.0017,0.0007,0.0017,0.0007,1.0000,1.0000,0.1938,0.1950,1.0000,1.0000,0.0000,0.0000,0.9222,0.9662,1.0337,1.0000,0.0000,128.9059,200.0000,0.0361,0.0342,0.1089,0.0974,0.0000,0.0000,0.9664,0.3091,0.0000,1.0175,1.1289,0.0000,0.0000,1.3807,1.7752,0.0000,0.0000,0.0000,0.3158
mahnob_1056,profile1d_consensus__parh_ossm,P1D_cons,0.9269,0.9565,0.6770,0.8952,0.6770,0.8952,0.8488,0.8752,0.9982,0.9994,0.9983,0.9994,0.0014,0.0006,0.0014,0.0006,1.0000,1.0000,0.1512,0.1248,1.0000,1.0000,0.0000,0.0000,0.9269,0.9565,1.0147,1.0000,0.0000,161.7420,200.0000,0.0385,0.0366,0.0922,0.0753,0.0000,0.0000,0.9775,0.2502,0.0000,1.0133,1.1639,0.0000,0.0000,1.3385,1.6047,0.0000,0.0000,0.0000,0.2841
mahnob_1058,of_farneback__parh_ossm,OF,0.9112,0.9718,0.7116,0.9124,0.7116,0.9124,0.7610,0.7687,0.8601,0.9636,0.8942,0.9852,0.1089,0.0335,0.1089,0.0335,1.0000,1.0000,0.2390,0.2313,1.0000,1.0000,0.0000,0.0000,0.9112,0.9718,1.0375,1.0000,0.0944,89.5182,11.0452,0.8306,0.2850,0.0936,0.0784,0.0015,0.3529,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3558,1.9561,0.0419,0.0371,1.7765,2.1084
mahnob_1058,of_disp_bridge__parh_ossm,OF_bridge,0.9218,0.9678,0.6914,0.8750,0.6914,0.8750,0.7993,0.8165,0.8665,0.9750,0.9840,0.9994,0.1186,0.0208,0.1186,0.0208,1.0000,1.0000,0.2007,0.1835,1.0000,1.0000,0.0000,0.0000,0.9218,0.9678,1.0470,1.0000,0.0131,128.5649,200.0000,0.1364,0.0349,0.0798,0.0700,0.0023,0.3345,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3457,1.8027,0.0045,0.0412,1.2631,2.0504
mahnob_1058,dof__parh_ossm,DoF,0.9202,0.9742,0.7887,0.9939,0.7887,0.9939,0.6348,0.6506,0.8424,0.9420,0.9663,0.9993,0.1424,0.0521,0.1424,0.0521,1.0000,1.0000,0.3652,0.3494,1.0000,1.0000,0.0000,0.0000,0.9202,0.9742,1.0333,1.0000,0.0364,126.7838,200.0000,0.1618,0.0348,0.1127,0.1128,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3944,2.4610,0.0125,0.0466,1.5972,2.5652
mahnob_1058,dof_disp_bridge__parh_ossm,DoF_bridge,0.9254,0.9650,0.7094,0.9362,0.7094,0.9362,0.6491,0.6357,0.9510,0.9776,0.9978,0.9993,0.0451,0.0198,0.0451,0.0198,1.0000,1.0000,0.3509,0.3643,1.0000,1.0000,0.0000,0.0000,0.9254,0.9650,1.0349,1.0000,0.0000,135.4095,200.0000,0.0388,0.0365,0.0978,0.0816,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3547,2.4034,0.0017,0.0306,0.7180,1.2232
mahnob_1058,profile1d_linear__parh_ossm,P1D_lin,0.9247,0.9700,0.7055,0.8867,0.7055,0.8867,0.7145,0.6911,0.7993,0.9607,0.9479,0.9991,0.1805,0.0346,0.1805,0.0346,1.0000,1.0000,0.2855,0.3089,1.0000,1.0000,0.0000,0.0000,0.9247,0.9700,1.0470,1.0000,0.0196,126.1264,200.0000,1.4261,0.0310,0.0962,0.0712,0.0022,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3528,2.1419,0.0177,0.0724,2.3603,3.7021
mahnob_1058,profile1d_quadratic__parh_ossm,P1D_quad,0.9234,0.9725,0.8886,1.0000,0.8886,1.0000,0.6478,0.6486,0.8078,0.9607,0.9377,0.9990,0.1719,0.0341,0.1719,0.0341,1.0000,1.0000,0.3522,0.3514,1.0000,1.0000,0.0000,0.0000,0.9234,0.9725,1.0337,1.0000,0.0302,129.4181,200.0000,3.9915,0.0310,0.1855,0.2084,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.4443,2.4087,0.0894,0.4076,4.8094,2.8272
mahnob_1058,profile1d_cubic__parh_ossm,P1D_cub,0.9203,0.9664,0.8404,0.9975,0.8404,0.9975,0.6848,0.7031,0.9221,0.9980,0.9227,0.9981,0.0572,0.0017,0.0572,0.0017,1.0000,1.0000,0.3152,0.2969,1.0000,1.0000,0.0000,0.0000,0.9203,0.9664,1.0144,1.0000,0.0611,145.8878,200.0000,4.2005,0.0359,0.1151,0.1200,0.0000,0.0000,0.7451,0.3719,0.0656,0.9777,1.0286,0.0000,0.0000,1.4202,2.2609,0.0000,0.0000,0.0000,3.8283
mahnob_1058,profile1d_consensus__parh_ossm,P1D_cons,0.9212,0.9735,0.8364,0.9977,0.8364,0.9977,0.6758,0.7003,0.9105,0.9966,0.9105,0.9969,0.0699,0.0026,0.0699,0.0026,1.0000,1.0000,0.3242,0.2997,1.0000,1.0000,0.0000,0.0000,0.9212,0.9735,1.0259,1.0000,0.0519,135.9154,200.0000,4.5877,0.0677,0.1135,0.1207,0.0000,0.0000,0.7447,0.2023,0.0492,0.9554,1.1117,0.0000,0.0000,1.4182,2.2966,0.0000,0.0000,0.0000,4.1280
mahnob_1060,of_farneback__parh_ossm,OF,0.9152,0.9718,0.7273,0.9413,0.7273,0.9413,0.7699,0.7762,0.8692,0.9526,0.8979,0.9776,0.1013,0.0432,0.1013,0.0432,1.0000,1.0000,0.2301,0.2238,1.0000,1.0000,0.0000,0.0000,0.9152,0.9718,1.0323,1.0000,0.0760,106.6807,200.0000,0.5851,0.2529,0.1012,0.0857,0.0021,0.4142,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3636,1.9203,0.0735,0.0106,0.7428,1.7489
mahnob_1060,of_disp_bridge__parh_ossm,OF_bridge,0.9242,0.9609,0.6407,0.7391,0.6407,0.7391,0.6725,0.6566,0.9517,0.9837,0.9989,0.9997,0.0441,0.0146,0.0441,0.0146,1.0000,1.0000,0.3275,0.3434,1.0000,1.0000,0.0000,0.0000,0.9242,0.9609,1.0196,1.0000,0.0010,161.4707,200.0000,0.0384,0.0363,0.0784,0.0592,0.0009,0.1789,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3204,2.3099,0.0325,0.0281,1.1935,1.1456
mahnob_1060,dof__parh_ossm,DoF,0.9131,0.9686,0.7455,0.9531,0.7455,0.9531,0.7526,0.7446,0.8460,0.9759,0.9881,0.9995,0.1382,0.0209,0.1382,0.0209,1.0000,1.0000,0.2474,0.2554,1.0000,1.0000,0.0000,0.0000,0.9131,0.9686,1.0281,1.0000,0.0386,129.0257,200.0000,0.0489,0.0356,0.0953,0.0865,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3728,1.9894,0.0084,0.0451,1.2807,2.2478
mahnob_1060,dof_disp_bridge__parh_ossm,DoF_bridge,0.9240,0.9643,0.6999,0.9138,0.6999,0.9138,0.6548,0.6424,0.9520,0.9733,0.9981,0.9995,0.0443,0.0243,0.0443,0.0243,1.0000,1.0000,0.3452,0.3576,1.0000,1.0000,0.0000,0.0000,0.9240,0.9643,1.0343,1.0000,0.0000,139.6542,200.0000,0.0387,0.0366,0.0872,0.0767,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3499,2.3809,0.0182,0.0240,0.5783,0.9946
mahnob_1060,profile1d_linear__parh_ossm,P1D_lin,0.9213,0.9689,0.7647,0.9845,0.7647,0.9845,0.6365,0.6524,0.9367,0.9775,0.9924,0.9993,0.0536,0.0189,0.0536,0.0189,1.0000,1.0000,0.3635,0.3476,1.0000,1.0000,0.0000,0.0000,0.9213,0.9689,1.0353,1.0000,0.0075,140.0626,200.0000,0.0446,0.0334,0.1087,0.1000,0.0010,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3824,2.4539,0.0020,0.0122,0.5016,1.3066
mahnob_1060,profile1d_quadratic__parh_ossm,P1D_quad,0.9228,0.9644,0.7104,0.9082,0.7104,0.9082,0.6534,0.6477,0.9891,0.9991,0.9906,0.9991,0.0064,0.0009,0.0064,0.0009,1.0000,1.0000,0.3466,0.3523,1.0000,1.0000,0.0000,0.0000,0.9228,0.9644,1.0190,1.0000,0.0241,147.1211,200.0000,0.0522,0.0337,0.1054,0.0792,0.0000,0.0000,0.9853,0.4050,0.0000,1.0078,1.3119,0.0000,0.0000,1.3552,2.3865,0.0000,0.0000,0.0000,1.1774
mahnob_1060,profile1d_cubic__parh_ossm,P1D_cub,0.9195,0.9626,0.7449,0.9672,0.7449,0.9672,0.6433,0.6461,0.9870,0.9989,0.9886,0.9989,0.0062,0.0010,0.0062,0.0010,1.0000,1.0000,0.3567,0.3539,1.0000,1.0000,0.0000,0.0000,0.9195,0.9626,1.0146,1.0000,0.0247,147.6340,200.0000,0.0516,0.0337,0.1155,0.0932,0.0000,0.0000,0.9864,0.3778,0.0000,1.0078,1.3060,0.0000,0.0000,1.3724,2.4270,0.0000,0.0000,0.0000,1.1127
mahnob_1060,profile1d_consensus__parh_ossm,P1D_cons,0.9259,0.9601,0.6382,0.7956,0.6382,0.7956,0.6738,0.6585,0.9959,0.9993,0.9960,0.9993,0.0033,0.0007,0.0033,0.0007,1.0000,1.0000,0.3262,0.3415,1.0000,1.0000,0.0000,0.0000,0.9259,0.9601,1.0100,1.0000,0.0072,171.0977,200.0000,0.0391,0.0364,0.0894,0.0652,0.0000,0.0000,0.9876,0.3767,0.0000,1.0076,1.4500,0.0000,0.0000,1.3191,2.3048,0.0000,0.0000,0.0000,0.6908
mahnob_1062,of_farneback__parh_ossm,OF,0.9120,0.9676,0.7862,0.9822,0.7862,0.9822,0.7361,0.7388,0.8705,0.9636,0.8879,0.9761,0.0959,0.0333,0.0959,0.0333,1.0000,1.0000,0.2639,0.2612,1.0000,1.0000,0.0000,0.0000,0.9120,0.9676,1.0261,1.0000,0.0831,110.8272,200.0000,0.5285,0.3394,0.1076,0.1004,0.0023,0.4632,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3931,2.0554,0.0186,0.0275,0.8258,1.8114
mahnob_1062,of_disp_bridge__parh_ossm,OF_bridge,0.9289,0.9609,0.5985,0.6860,0.5985,0.6860,0.6933,0.6836,0.9518,0.9882,0.9982,0.9997,0.0435,0.0101,0.0435,0.0101,1.0000,1.0000,0.3067,0.3164,1.0000,1.0000,0.0000,0.0000,0.9289,0.9609,1.0144,1.0000,0.0000,168.7594,200.0000,0.0402,0.0354,0.0702,0.0533,0.0003,0.1662,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.2992,2.2267,0.0022,0.0151,0.6439,1.0824
mahnob_1062,dof__parh_ossm,DoF,0.9228,0.9673,0.7264,0.9226,0.7264,0.9226,0.7844,0.7890,0.9051,0.9785,0.9775,0.9995,0.0850,0.0190,0.0850,0.0190,1.0000,1.0000,0.2156,0.2110,1.0000,1.0000,0.0000,0.0000,0.9228,0.9673,1.0358,1.0000,0.0188,134.6940,200.0000,0.1369,0.0356,0.0938,0.0827,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3632,1.8622,0.0251,0.0318,1.6795,2.0880
mahnob_1062,dof_disp_bridge__parh_ossm,DoF_bridge,0.9234,0.9697,0.7578,0.9499,0.7578,0.9499,0.6506,0.6469,0.9702,0.9888,0.9985,0.9995,0.0255,0.0098,0.0255,0.0098,1.0000,1.0000,0.3494,0.3531,1.0000,1.0000,0.0000,0.0000,0.9234,0.9697,1.0339,1.0000,0.0000,137.6089,200.0000,0.0432,0.0366,0.0942,0.0843,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3789,2.3977,0.0074,0.0114,0.5712,1.2316
mahnob_1062,profile1d_linear__parh_ossm,P1D_lin,0.9172,0.9696,0.7529,0.9893,0.7529,0.9893,0.7807,0.7620,0.9687,0.9899,0.9937,0.9996,0.0256,0.0091,0.0256,0.0091,1.0000,1.0000,0.2193,0.2380,1.0000,1.0000,0.0000,0.0000,0.9172,0.9696,1.0376,1.0000,0.0027,137.3372,200.0000,0.0443,0.0338,0.1125,0.1051,0.0021,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3765,1.8771,0.0020,0.0117,0.4630,0.9491
mahnob_1062,profile1d_quadratic__parh_ossm,P1D_quad,0.9219,0.9596,0.8407,0.9987,0.4624,0.5493,0.7330,0.7132,0.9934,0.9995,0.9943,0.9995,0.0024,0.0005,0.0024,0.0005,1.0000,1.0000,0.2670,0.2868,1.0000,1.0000,0.0000,0.0000,0.9785,0.9700,1.0119,1.0000,0.0119,156.5382,200.0000,0.0419,0.0301,0.1277,0.1257,0.0000,0.0000,0.9801,0.1643,0.0000,0.9795,0.9184,0.0000,0.0000,1.2312,2.0679,0.0000,0.0000,0.0000,1.1154
mahnob_1062,profile1d_cubic__parh_ossm,P1D_cub,0.9210,0.9598,0.8453,0.9985,0.4649,0.5491,0.7290,0.7135,0.9934,0.9995,0.9944,0.9995,0.0026,0.0005,0.0026,0.0005,1.0000,1.0000,0.2710,0.2865,1.0000,1.0000,0.0000,0.0000,0.9788,0.9700,1.0118,1.0000,0.0127,158.5032,200.0000,0.0408,0.0305,0.1286,0.1263,0.0000,0.0000,0.9789,0.1746,0.0000,0.9796,0.9195,0.0000,0.0000,1.2325,2.0839,0.0000,0.0000,0.0000,1.1275
mahnob_1062,profile1d_consensus__parh_ossm,P1D_cons,0.9245,0.9549,0.7512,0.9692,0.4132,0.5331,0.6505,0.6535,0.9966,0.9996,0.9966,0.9996,0.0022,0.0004,0.0022,0.0004,1.0000,1.0000,0.3495,0.3465,1.0000,1.0000,0.0000,0.0000,0.9778,0.9700,1.0077,1.0000,0.0162,167.4650,200.0000,0.0396,0.0367,0.1042,0.0944,0.0000,0.0000,0.9888,0.0965,0.0000,0.9800,1.0444,0.0000,0.0000,1.2066,2.3980,0.0000,0.0000,0.0000,0.9096
mahnob_1064,of_farneback__parh_ossm,OF,0.9118,0.9716,0.6940,0.8889,0.6940,0.8889,0.7607,0.7767,0.8710,0.9631,0.8904,0.9827,0.0958,0.0341,0.0958,0.0341,1.0000,1.0000,0.2393,0.2233,1.0000,1.0000,0.0000,0.0000,0.9118,0.9716,1.0301,1.0000,0.0910,98.3854,22.3972,0.7313,0.2733,0.0987,0.0764,0.0019,0.3220,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3470,1.9574,0.0417,0.0233,0.9027,1.8754
mahnob_1064,of_disp_bridge__parh_ossm,OF_bridge,0.9225,0.9695,0.6982,0.8601,0.6982,0.8601,0.8291,0.8463,0.9350,0.9878,0.9956,0.9997,0.0576,0.0107,0.0576,0.0107,1.0000,1.0000,0.1709,0.1537,1.0000,1.0000,0.0000,0.0000,0.9225,0.9695,1.0373,1.0000,0.0000,151.0511,200.0000,0.0541,0.0357,0.0827,0.0702,0.0022,0.4424,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3491,1.6836,0.0098,0.0246,1.0734,1.4336
